gene_orf	gene_symbol
YNL169C	PSD1
AT4G37930	SHM1
AT4G24560	UBP16
AT4G13930	SHM4
AT1G04620	AT1G04620
RP23-443G7.6	Sptan1
RP23-163L4.1	Slc1a2
DN-183N8.13-001	Slc25a11
TCAG7.575	RNF32
HT031	CHTOP
RP24-319D9.2	Cnp
RP23-17P12.13-002	Stxbp1
DN-183N8.17-002	Eno3
RP23-264D16.5	Cacna1b
CGI-45	ADIPOR1
RP3-511E16.1	EEF1E1
RP11-346K17.2	PIGU
RP11-348J12.4	EXOC6
CTD-2522E6.3	NDUFB11
HCG_25505	TRMT61A
CGI-09	TRMT6
PP9932	RPL32
RP11-411B6.5	NDUFB8
HSPC173	FARSB
FP585	ETFB
RP11-298E9.2	PFKP
RP11-305E17.3	DBT
RP11-54K16.3	SMU1
RP11-217H1.1	MAGT1
MDS016	MRPS21
RP11-36D19.2	MAT1A
RP11-802E16.3	TCIRG1
AD-014	TOMM7
AL022237.1	MCAT
CGI-51	SAMM50
RP11-176F3.6	UBAP2
RP11-690G19.3	FBXL20
RP11-534L20.3	EIF2D
RP11-397D12.2	GRHPR
RP5-1043G4.2	TTC4
RP11-451M19.1	XPNPEP1
SBBI10	PRDX5
GS3786	FAM3C
RP1-126E20.1	TXNDC5
RP5-930J4.3	HP1BP3
RP11-24J20.2	SEPHS1
RP11-390P24.1	CDK12
RP11-342M3.4	PPIF
RP11-172H24.2	IFT88
PSEC0263	EMC1
RP3-417M14.1	TMEM14B
CGI-117	NOP16
RP11-274K13.3	MMGT1
RP3-510H16.1	HMGXB4
RP11-56A21.1	FAM21A
MIG8	API5
DC16	FAM162A
HSPC119	UQCR10
RP11-108L7.3	SFXN3
DADB-87H23.3	PRR3
RP4-800M22.5	BTF3L4
JM3	TIMM17B
RP11-367H5.1	PPA1
DAAP-394O23.2	GNL1
RP11-518L10.4	ADSS
MSTP006	PGM2
RP11-68I18.9	PIP5K1A
RP11-297O4.2	PSRC1
HCG_17428	NNT
OK/SW-CL.21	UMPS
RES4-25	NOP14
RP11-78J21.1	HNRNPA1L2
RP11-215I23.1	SOAT1
FKSG7	EHD4
RP5-845O24.4	HNRNPCL1
RP5-1198E17.5	RC3H1
RP1-65J11.4	PUM1
RP11-147L20.1	ESD
RP1-90K10.1	MTCH1
RP11-261P4.6	SLC25A6
RP11-57G10.2	DNAJC12
AD-001	TRMT112
RP3-324O17.6	HM13
MCG_13589	Rpl5
RP23-421E12.9	Rpl22
YBR129C	OPY1
CGI-65	NDUFAF1
YDR374W-A	WIP1
RP3-383J4.1	CENPL
RP11-216B9.5	WDR34
SPBC1A4.05	blt1
SPAC144.13C	srw1
SPCC290.04	ams2
RP23-269N23.4	Psme2
RP23-377H12.3	Meis1
RP23-313J15.6	Hoxd13
RP23-349B4.3	Ehmt2
RP23-457P12.1	Tgfbr1
RP23-334M3.1	Nr6a1
RP23-70E1.3	Bloc1s6
RP23-207C2.1	Lin7c
RP23-278L4.1	Cask
RP23-133A3.2	Mtmr2
RP23-82I5.6	Nploc4
SPBC530.13	lsc1
RP23-191E3.3	Eif4enif1
YOR154W	SLP1
YER140W	EMP65
RP23-37B4.2	Sirpa
AT1G29260	PEX7
AT4G17490	ERF6
PSEC0098	THEM6
RP23-135L5.6	B4galt1
RP23-399H5.8	Ift20
RP23-416H4.1	Ift74
RP1-127C7.1	SMG7
RP23-284C20.1	Plekhg5
RP23-432M14.2	Capn3
RP23-192L3.1	Snta1
AT4G14713	PPD1
RP23-89H14.3	Dnmt3b
YDR333C	RQC1
YMR247C	RKR1
BOS_19941	TPPP
BOS_5957	GAPDH
RP23-99G21.1	Eri3
RP23-432M14.3	Zfp106
YLR445W	GMC2
AT3G20550	DDL
F38H4.9	let-92
CELE_C25A1.9	rsa-1
F48E8.5	paa-1
DAMA-277I14.1	HLA-E
TCAG7.1311	CHN2
RP23-58B9.1	Dmd
RP23-279L23.6	Ptrf
NBLA00307	OXR1
CGI-49	SCCPDH
RP11-326C3.2	ATHL1
RP23-54C14.1	Foxp3
RP23-276D17.1	Gata3
RP23-355L10.12-001	Ikzf3
SPAC13G7.10	teb1
RP11-508N12.1	ZNF462
RP1-159A19.1	AHDC1
SPCC1840.03	sal3
SPBC15D4.01C	klp9
RP23-313J15.9	Hoxd10
AT2G17870	CSP3
AT4G10970	AT4G10970
AT5G65260	AT5G65260
AT1G28050	AT1G28050
AT2G36170	AT2G36170
AT5G51590	AT5G51590
AT4G25320	AT4G25320
AT4G26560	CBL7
RP11-442N24__A.1	PHACTR4
HSPC099	RPRD2
HRIHFB2436	ZNF318
RP23-99M13.6	Fasn
YBL024W	NCL1
YBR078W	ECM33
YBR162C	TOS1
YBR286W	APE3
YCL040W	GLK1
YCL042W	YCL042W
YDR033W	MRH1
YDR524C-B	YDR524C-B
YEL046C	GLY1
YER073W	ALD5
YGR079W	YGR079W
YGR124W	ASN2
YGR143W	SKN1
YGR189C	CRH1
YGR279C	SCW4
YHL021C	AIM17
YHL040C	ARN1
YHR143W	DSE2
YHR179W	OYE2
YJL159W	HSP150
YJR016C	ILV3
YKL068W-A	YKL068W-A
YKL096W-A	CWP2
YKR042W	UTH1
YLR286C	CTS1
YLR297W	YLR297W
YLR300W	EXG1
YLR355C	ILV5
YMR011W	HXT2
YNL045W	LAP2
YNL160W	YGP1
YNL300W	TOS6
YPL207W	TYW1
YPR149W	NCE102
AT5G45900	APG7
AT5G61500	ATG3
HCG_33036	USP24
RP11-140H17.1	CYB5B
AT2G25170	PKL
AT4G32010	HSL1
AT5G22750	RAD5
HSPC240	MARCH2
MSTP019	STOML1
RP11-339B21.2	CERCAM
RP11-102K13.4	DCUN1D2
RP11-690D19.3	DCUN1D5
SPAC12B10.10	nod1
RP23-252K7.4	Brcc3
RP11-220B22.3	FAM154A
RP11-422N19.4	PCSK5
GIG43	PLSCR4
SPBC18E5.11C	edc3
SPAC17A5.14	exo2
SPAC20G4.08	pdc1
SPBC776.09	ste13
RP23-378I13.3	Spag9
AT2G36460	AT2G36460
AT4G38600	KAK
YOL080C	REX4
RDN37-1	RDN37-1
RP3-390O13.2	WNK3
HCG_2016942	DPP3
AT1G11130	SUB
RP5-1104E15.4	RPS19BP1
RP11-568G11.1	RAB3GAP2
MSTP134	VKORC1
RP23-73K21.5	Csrp2bp
RP23-390D17.6	Kat2a
DMEL_CG43122	cic
BOS_16484	PPP1CC
BOS_14050	YWHAZ
RP23-64E17.2	Nefh
RP23-64E17.4	Thoc5
AT1G17550	HAB2
RP23-421E12.12-005	Kcnab2
AT3G19980	FYPP3
AT1G80350	ERH3
AT1G70300	KUP6
RP23-340L19.1	Map2k4
RP23-325I3.3	Rag1
AC148174.1	Ighmbp2
RP23-160K5.2	Sycp2
AL023881.1	DECR2
PRO1004	PECR
RP11-247A12.5	CRAT
RP3-337O18.2	ACOT8
UNQ851/PRO1800	DHRS4
RP23-102H8.1	Gria1
RP23-471M13.1	Gria3
CTA-292E10.4	CCDC117
RP11-383C5.6	EDRF1
RP11-6J24.5	CDC37L1
T21B10.7	cct-2
K01C8.10	cct-4
CELE_R10D12.14	sao-1
T27F7.3	eif-1
T23D8.4	eif-3.C
CELE_F27D4.2	lsy-22
Y113G7A.3	sec-23
F12F6.6	sec-24.1
ZC518.2	sec-24.2
Y48C3A.7	mac-1
CELE_Y48A6B.11	rsa-2
F56A3.4	spd-5
Y59A8B.7	ebp-1
CELE_Y54E10A.9	vbh-1
CELE_C12C8.3	lin-41
CELE_Y73B6A.5	lin-45
CELE_Y54E2A.11	eif-3.B
C27D11.1	egl-45
CELE_C25F6.2	dlg-1
F22B5.7	zyg-9
CELE_Y71F9AM.5	nxt-1
C15H11.6	nxf-2
Y71F9B.4	snr-7
Y49E10.15	snr-6
CELE_Y77E11A.13	npp-20
CELE_ZK512.5	sec-16
T05G5.3	cdk-1
T19B4.2	npp-7
CELE_ZK632.1	mcm-6
CELE_Y17G7B.5	mcm-2
CELE_C02F5.12	C02F5.12
AH6.5	mex-6
F56F3.1	ifet-1
CELE_C13F10.2	C13F10.2
C28C12.2	mesp-1
F53F10.5	npp-11
CELE_C56G2.7	C56G2.7
CELE_C50F2.3	C50F2.3
CELE_Y116A8C.34	cyn-13
D1007.6	rps-10
CELE_K08F8.4	pah-1
D2024.6	cap-1
M106.5	cap-2
DY3.2	lmn-1
F10E9.8	sas-4
CELE_F59E12.5	npl-4.2
F21C3.5	pfd-6
C04C3.3	pdhb-1
F25H2.10	rla-0
CELE_F27C1.7	atp-3
CELE_F56D2.2	F56D2.2
F38E11.5	copb-2
T23G11.3	gld-1
F35G12.2	idhg-1
CELE_C14B1.3	C14B1.3
F08A8.7	fbxa-101
C26E6.5	fsn-1
CELE_F46F11.6	F46F11.6
F46F11.5	vha-10
C17H12.14	vha-8
F55C5.4	capg-2
C29E4.2	kle-2
F55F8.4	cir-1
CELE_F56B6.2	rgs-7
F58A4.3	hcp-3
K06A5.4	knl-2
CELE_W10D5.3	gei-17
CELE_M03D4.1	zen-4
CELE_R06C7.5	R06C7.5
R08D7.3	eif-3.D
B0511.10	eif-3.E
RP23-350G1.3	Ccl2
RP24-68C7.1	Adam10
RP23-417K1.1	Kcna4
RP23-145E1.7	Mpl
AT2G42940	AT2G42940
YGR155W	CYS4
AT5G15920	SMC5
SPAC3A11.14C	pkl1
MNCB-0873	Pus1
SPBC887.09C	sog2
RP23-188A4.1	Bmp7
RP13-77O11.6	XAGE3
DMEL_CG43081	vas
RP4-677H15.5	ANKRD13C
RP23-398F7.3	Dusp3
RP23-206D14.6	Dusp2
TCAG7.981	JAZF1
RP23-480B19.5	Hist1h1c
RP23-65A22.2	Nxf2
RP23-19L12.1	Stau1
RP23-32H19.1	Ppp3r1
RP23-202H24.2	Figf
AT5G67300	MYBR1
RP11-269F19.9	TCTEX1D4
RP23-332P8.1	Arid4b
YNL301C	RPL18B
PSEC0109	P3H1
RP11-642N5.1	MLIP
MCG_144967	Dab2
AT4G28190	ULT1
AT2G20825	ULT2
PRO2972	FRA10AC1
H37	RBM5
RP1-20I3.2	RBMX2
CGI-144	FAM32A
RP11-297I6.1	ARGLU1
RP11-442H21.1	DDIT4
RP11-32M23.1	HSDL2
RP5-889N15.2	ATG4A
RP11-145H9.1	MYLK4
RP1-138B7.2	SGK2
FKSG81	TSSK1B
RP11-96L14.4	PDIK1L
RP11-288G13.1	CDK18
RP11-140A10.1	STK32C
F41H10.11	sand-1
Y39A1A.5	rabx-5
F58G11.6	ccz-1
DMEL_CG5271	RpS27A
CELE_Y47D3A.6	tra-1
AN6197.2	AN6197.2
AN6125.2	AN6125.2
PSEC0052	PCSK9
RP11-159J2.3	TBC1D4
RP13-26D14.3	PDZD11
C16C10.7	rnf-5
AT1G07705	AT1G07705
AT5G59710	VIP2
AT5G44200	CBP20
AT2G13540	ABH1
AT5G39610	NAC6
AT5G44190	GLK2
RP23-449F16.1	Mks1
RP23-189N15.5	Nphp1
RP23-352D7.1	Nphp4
HHV1GP41.5	UL29
HHV1GP010	UL5
HHV1GP072	UL49
RP11-394O2.2	ELMO2
RP11-34E5.3	PIK3AP1
HRIHFB2063	GAREML
HCG_2040524	PLEKHA7
RP4-696P19.3	TFEB
RP23-5O23.5	Kdm6b
RP23-71H9.3	Phf20
PP14434	TNS4
OK/SW-CL.108	KIF18A
T20F10.1	wts-1
CELE_F13E6.4	yap-1
CELE_F42G4.3	zyx-1
CELE_C33G3.1	dyc-1
CELE_K04A8.6	dre-1
AT5G53470	ACBP1
RP23-13C17.3	Eef1b2
RP23-20F9.4	Madd
RP23-396M19.2	Myh10
RP23-326J18.1	Pde1a
RP23-112C19.3	Ppp1r9b
RP23-248K2.7	Havcr2
HIV1GP6	rev
AT2G31500	CPK24
RP4-753D5.1	TFAP2B
RP23-418N2.1	Dnajb11
RP1-117P20.4	METTL18
SB153	EEF2KMT
LP8272	METTL22
PRO1073	MALAT1
AT5G46350	WRKY8
AT1G78310	AT1G78310
AT5G37020	ARF8
HHV8GK18_GP62	vIRF-1
CELE_M79.1	abl-1
CELE_Y45F10D.13	sorb-1
CELE_ZK1248.3	ehs-1
DN-452A22.6	Fgf2
PP2500	ANKHD1
RP23-316M14.7	Mapk8ip1
RP11-229P13.6	PTGDS
RP23-304H7.2	Hnf1b
RP23-82I5.1	Actg1
RP11-307C12.2	PBXIP1
UNQ471	APLN
RP4-545K15.2	ARMCX3
RP23-217I18.5	Stxbp3a
RP23-246F18.2	Cdc42
RP23-168C20.2	Sept4
UNQ3101/PRO10100	ICE2
RP11-196G4.1	HMGN5
RP23-419G21.4	Nsfl1c
RP23-221O14.4	Asb6
RP23-30F6.2	Shb
RCG_32645	Mapt
RP23-349P20.1	Phyh
RP23-297J14.1	Acsl6
RP23-436E15.2	Klhl41
RP23-386E10.6	Lasp1
RP23-161B9.6	Swi5
SPAC2F7.14C	rrp4
SPBC16G5.10	rrp42
SPBC17D1.03C	rrp43
SPCC757.08	rrp45
SPBC211.08C	mtr3
SPAC22A12.12C	rrp40
SPAC3G9.10C	rrp41
SPBC115.01C	rrp46
SPCC1840.11	csl4
SPCC1739.07	cti1
AD030	MFF
RP23-443E19.2	Pim2
RP23-130L11.3	Trpm7
RP23-294E23.2	Myh2
RP23-78H4.4	Rph3al
RP23-31C9.4	Rab3b
RP23-139F8.3	Acvr2a
RP23-185P20.1	Vim
RP23-336G7.1	Raver2
RP1-146H21.1	NOX1
RP23-190O8.2	Tmod1
RP24-159F5.1	Pdcd6ip
RP23-249G3.1	Kif1b
RP23-9F23.3	Topors
RP23-56A7.2	Cacnb2
AT3G18520	HDA15
AT2G20190	CLASP
AT5G06140	SNX1
RP23-54P14.2	Cdh17
RP23-84C12.5	Anapc11
AC091465.1	Map2
C1_00060W_A	TUP1
RP23-278K23.1	Atp6v0a1
RP23-82F10.1	Rora
RP11-108F13.1	URB2
RP23-132M9.1	Tceal8
RP23-74L11.3	Nap1l3
AT4G35230	BSK1
AT5G59010	AT5G59010
AT3G54030	AT3G54030
AT1G50990	AT1G50990
AT1G06390	GSK1
AT5G41260	AT5G41260
AT4G00710	BSK3
YOL137W	BSC6
YNL024C	YNL024C
YIR014W	YIR014W
YIL039W	TED1
YDR276C	PMP3
YKR049C	FMP46
YJL097W	PHS1
YGL084C	GUP1
YPR128C	ANT1
UNQ3049/PRO9865	CYB5R1
RP11-295M18.1	MARC1
AT1G04750	VAMP721
AT5G53480	AT5G53480
AT3G06720	IMPA-1
AT2G45000	EMB2766
LA16C-444G9.3	NARFL
RP11-9E13.1	DNA2
RP3-395M20.5	HES5
BOS_13027	PRNP
RP11-490D19.1	ALDOB
AT1G02680	TAF13
AT4G02020	SWN
YNR020C	ATP23
YDR493W	MZM1
YLR363C	NMD4
AN3719.2	AN3719.2
AN2290.2	AN2290.2
AN3422.2	AN3422.2
AN2269.2	AN2269.2
AN7252.2	AN7252.2
NCU02250	NCU02250
AT4G35290	GLUR2
AT1G05200	GLR3.4
AT4G13510	AMT1;1
AT3G24300	AMT1;3
HT019	SCYL1
DMEL_CG2331	TER94
RP4-561L24.2	GCLM
AD-013	CHD9
DMEL_CG4719	Tnks
RCJMB04_4O15	NDC80
MSTP158	NOB1
RP1-32B1.2	AHI1
SPBC36B7.09	gcn2
AT4G11280	ACS6
JM1	CCDC22
HSPC166	COMMD9
RP3-355C18.4	MLC1
SPBC337.12	red5
SPAC22F3.05C	alp41
SPAC328.08C	tbc1
RP11-120K24.1	ATP11A
RP11-197K18.1	ATP11C
RP23-49E16.1	Rpl11
RP23-227J8.1	Gabrg2
RP23-335G10.1	Gabrb2
C2_06830C_A	FHL1
C5_02650C_A	IFH1
C2_04200W_A	TBF1
SPBC2D10.09	snr1
SPAC3A12.10	rpl2001
SPBC2D10.11C	nap2
SPAP27G11.09C	SPAP27G11.09c
SPBC428.14	SPBC428.14
SPCC31H12.03C	tho1
SPBC25H2.09	SPBC25H2.09
SPCC663.04	rpl39
SPAC19G12.04	dal1
SPBC30D10.05C	SPBC30D10.05c
SPAC3H5.05C	rps1401
SPCC830.11C	fap7
SPBC428.05C	arg12
SPBC21C3.10C	SPBC21C3.10c
SPCC18.07	rpc53
SPCC330.13	rpc37
SPAC13G7.02C	ssa1
SPBC3B9.01	fes1
SPAC27D7.04	omt2
SPAC1142.06	get3
SPBC4C3.06	syp1
SPBC1773.05C	tms1
SPAC7D4.04	atg11
RP23-12H6.1	Arhgap1
RP23-27I6.7	Rbm3
CDA02	EIF2A
RP23-248J10.1	Fmn1
RP23-282A22.2	Prpf40a
RP23-300F1.1	Scn2a1
RP23-397A11.3	Scn9a
RP11-68I18.1	GABPB2
RP23-388H13.5	Eif6
RP23-423G13.3	Efhd2
AL589650.1	Cacng2
RP23-312D15.3	Itgb1bp2
RP11-22I24.2	GTPBP2
RP11-73O6.2	SAMD3
CGI-52	STARD10
RP5-976O13.2	TMED5
RP4-756N5.1	MYH7B
RP11-78A18.1	ATE1
RP5-1057J7.3	ZNF436
RP11-432E18.11-001	MNDA
RP23-81D2.3	Kpnb1
SPBC1711.08	aha1
RP23-431C3.1	Pax6
RP23-441I8.6	Trim11
RP23-183L1.6	Crocc
UNQ2976/PRO7455/PRO7476	SOST
CELE_C52A11.4	mpz-1
CELE_T08H4.1	rhgf-2
CELE_Y51H4A.3	rho-1
AT5G24030	SLAH3
AT4G04720	CPK21
RP11-264C14.2	ITIH2
RP4-815O16.3	C1QB
DMEL_CG12423	klhl10
DMEL_CG6303	Bruce
DMEL_CG14122	Smyd4
DMEL_CG2128	Hdac3
AT1G16010	MGT2
DMEL_CG2028	CkIalpha
C6_04430W_A	CST5
C2_03770C_A	STE11
CR_03900W_A	HST7
C4_06480C_A	CEK1
C2_09230C_A	KIS1
C6_03920W_A	SNF4
CR_05940W_A	CEK2
C2_10210C_A	RAS1
C7_03070C_A	CYR1
C6_02570C_A	SEC20
C5_05110C_A	TIP20
C2_04930C_A	CRK1
C6_02610C_A	CDC37
CR_07890W_A	EFG1
CR_04130C_A	EAF7
CR_00100C_A	EPL1
C2_03430W_A	NBN1
C2_09770C_A	INP51
C3_03660W_A	IRS4
C3_07020W_A	SSN6
C3_07560W_A	TCC1
CR_01680C_A	CDC4
C7_00930W_A	GPH1
C5_00650C_A	THR1
C3_02240C_A	GPA2
C5_01250W_A	GPR1
C1_03010W_A	RPP1A
C3_04680W_A	RPP2B
C2_04530W_A	MED8
C3_02440C_A	C3_02440C_A
RP11-354A16.3	NPR1
SPCC285.16C	msh6
SPBC19G7.01C	msh2
SPBC1861.02	abp2
SPCC1753.01C	ssb2
SPBC16G5.11C	bag101
SPAC2F3.04C	rim1
YBL059W	YBL059W
YBL107C	MIX23
YBR022W	POA1
YBR192W	RIM2
YCL036W	GFD2
YCR023C	YCR023C
YDL001W	RMD1
YDL107W	MSS2
YDL110C	TMA17
YDL157C	YDL157C
YDL183C	YDL183C
YDL205C	HEM3
YDL206W	YDL206W
YDR031W	MIX14
YDR079W	PET100
YDR104C	SPO71
YDR125C	ECM18
YDR286C	YDR286C
YDR316W	OMS1
YDR376W	ARH1
YDR380W	ARO10
YDR487C	RIB3
YDR511W	SDH7
YER026C	CHO1
YER058W	PET117
YER093C-A	AIM11
YER170W	ADK2
YER182W	FMP10
YFL027C	GYP8
YFL034C-A	RPL22B
YFR007W	YFH7
YGL056C	SDS23
YGL057C	GEP7
YGL107C	RMD9
YGL143C	MRF1
YGL236C	MTO1
YGR017W	YGR017W
YGR021W	YGR021W
YGR037C	ACB1
YGR147C	NAT2
YGR161W-C	YGR161W-C
YGR171C	MSM1
YGR194C	XKS1
YHL014C	YLF2
YHR038W	RRF1
YHR116W	COX23
YHR137W	ARO9
YHR155W	YSP1
YIL077C	YIL077C
YIL134W	FLX1
YIR024C	INA22
YJL003W	COX16
YJL046W	AIM22
YJL066C	MPM1
YJL071W	ARG2
YJL087C	TRL1
YJL102W	MEF2
YJL133W	MRS3
YJL144W	YJL144W
YJL205C	NCE101
YJL209W	CBP1
YJR013W	GPI14
YJR110W	YMR1
YJR122W	IBA57
YJR133W	XPT1
YKL170W	MRPL38
YKL222C	YKL222C
YKR056W	TRM2
YLR090W	XDJ1
YLR204W	QRI5
YLR218C	COA4
YLR253W	MCP2
YLR283W	YLR283W
YLR390W	ECM19
YLR443W	ECM7
YLR454W	FMP27
YML078W	CPR3
YML087C	AIM33
YMR157C	AIM36
YMR166C	YMR166C
YMR225C	MRPL44
YMR282C	AEP2
YMR318C	ADH6
YNL010W	YNL010W
YNL073W	MSK1
YNL249C	MPA43
YOL023W	IFM1
YOL059W	GPD2
YOL077W-A	ATP19
YOR021C	SFM1
YOR093C	YOR093C
YOR131C	YOR131C
YOR143C	THI80
YOR187W	TUF1
YOR241W	MET7
YOR354C	MSC6
YOR360C	PDE2
YOR382W	FIT2
YPL040C	ISM1
YPL099C	INA17
YPL104W	MSD1
YPL132W	COX11
YPL172C	COX10
YPL183W-A	RTC6
YPL252C	YAH1
YPR004C	AIM45
YPR021C	AGC1
YPR047W	MSF1
YPR067W	ISA2
YPR114W	YPR114W
YPR140W	TAZ1
RP13-15M17.2	TMEM201
RP3-438D16.3	ZNF280C
RP5-1116H23.2	TMEM230
RP11-85G18.2	MASTL
RP11-341A19.1	ARID5B
TCAG7.279	GATAD1
L4	FAM60A
RP5-890O15.1	ZMYND8
HCG_96198	TNRC18
RP11-126K1.3	ZNF687
AT4G32280	IAA29
AT3G18550	BRC1
YDR196C	CAB5
YIL083C	CAB2
AT1G80440	AT1G80440
AT2G25180	RR12
AT2G47430	CKI1
DMEL_CG4432	PGRP-LC
DMEL_CG6103	CrebB
SPBC23E6.02	rrp2
DMEL_CG11793	Sod
DMEL_CG2998	RpS28b
DMEL_CG3725	Ca-P60A
DMEL_CG8937	Hsc70-1
DMEL_CG8231	Tcp-1zeta
DMEL_CG6668	atl
PTD015	AAMDC
RP4-735C1.2	GSTM3
RP11-99N20.1	GSTO1
HSPC124	PPA2
RP11-69J16.2	UROD
CELE_Y116A8C.36	itsn-1
T20B5.1	apa-2
C27A2.3	ify-1
Y47G6A.12	sep-1
W08E12.1	zip-11
C48E7.11	cebp-2
K02F3.4	zip-2
W07G1.3	zip-3
T04C10.4	atf-5
CELE_F29G9.4	fos-1
CELE_T24H10.7	jun-1
AT1G48790	AMSH1
AT5G42350	AT5G42350
AT4G35540	AT4G35540
SNR7-L	snR7-L
AT5G50490	NF-YC5
SPAPB8E5.02C	rpn502
SPBC887.18C	hfi1
SPAC12G12.05C	taf9
SPAC15A10.02	taf12
SPAC4D7.10C	spt20
SPAC57A10.14	sgf11
SPBC1921.07C	sgf29
SPBC21H7.02	taf10
SPBC6B1.12C	sus1
SPCC126.04C	sgf73
SPCC24B10.08C	ada2
SPCC61.02	spt3
SPBC577.15C	sim3
SPCC297.03	ssp1
SPBC1D7.03	mug80
SPCC16C4.11	pef1
DMEL_CG18102	shi
AT5G64060	NAC103
PSEC0197	ACSF3
CGI-152	ATP13A1
RP11-7O11.6	ATP6V0B
ORF1-FL49	CYSTM1
CGI-88	ELOVL1
UNQ832/PRO1759	MFSD5
JC7	NUCKS1
RP11-54H19.6	PAQR6
UNQ1930/PRO4405	PIGG
FP12591	SLC15A4
RP11-9H12.2	SLC31A2
UNQ260/PRO296	TSPAN13
DMEL_CG11680	mle
UNQ492/PRO1008	DKK1
AT4G37130	AT4G37130
SPAC6G9.04	spo7
SPBC1347.03	meu14
SPCC736.15	pil1
SPAC11H11.04	mam2
SPBC24C6.06	gpa1
AT5G13120	CYP20-2
RP11-263F14.1	COL5A1
AT5G55000	FIP2
AT3G25500	AFH1
SPAC6F12.11C	sfc1
SPAC1250.07	sfc7
AT4G28880	ckl3
AT4G28860	ckl4
SPAC589.11	pth4
AT5G20720	CPN20
SPAC15E1.08	naa10
SPCC338.07C	naa15
AT1G45249	ABF2
AT4G20910	HEN1
AT3G23125	MIR173
AT4G13770	CYP83A1
RP23-317F9.3	Bptf
RP24-297H17.9	Qser1
SPAC20G8.10C	atg6
SPAC25A8.02	atg14
AT3G12630	AT3G12630
AT1G52040	MBP1
DMEL_CG4345	grim
CGI-58	ABHD5
RP23-453H19.1	Pctp
RP23-92G13.5	Acot13
HT012	ACOT13
PSEC0238	CREB3L1
L13	RNF135
HHV5WTGP070	UL76
SPAC15E1.04	hal3
RP11-74A12.1	ABCC4
AT1G71820	SEC6
AT4G28590	AT4G28590
AT5G23310	FSD3
FP17548	PNPLA2
SPAC7D4.14C	iss10
AT5G22770	alpha-ADR
AT1G47830	AT1G47830
AT4G11380	AT4G11380
AT5G46630	AT5G46630
AT4G23460	AT4G23460
AT2G01140	AT2G01140
AT1G29930	CAB1
YPL006W	NCR1
YOR328W	PDR10
YNR070W	PDR18
YMR148W	OSW5
YKL146W	AVT3
YDR406W	PDR15
YKR093W	PTR2
YOL075C	YOL075C
YCL035C	GRX1
YGL255W	ZRT1
PIG35	SERPINF1
AT5G24630	BIN4
AT1G20630	CAT1
AT4G35090	CAT2
AT1G20620	CAT3
AT4G27670	HSP21
AT4G13670	PTAC5
ARTHCP014	rpoB
RP3-483K16.1	ELOVL5
AT3G54320	WRI1
AT1G12860	SCRM2
AT5G61920	AT5G61920
AT1G09070	SRC2
AT1G64230	UBC28
AT4G28520	CRU3
AT5G14780	FDH
AT5G44120	CRA1
AT4G30370	AT4G30370
AT4G19690	IRT1
AT4G33200	XI-I
AT2G33120	SAR1
AT1G10730	AT1G10730
AT1G23900	GAMMA-ADAPTIN 1
AT1G60780	HAP13
AT1G47730	AT1G47730
AT2G22030	AT2G22030
AT3G17490	AT3G17490
AT3G21840	SK7
AT2G20160	MEO
AT1G30790	AT1G30790
AT1G47270	TLP6
AT2G47900	TLP3
AT3G03360	AT3G03360
AT5G18680	TLP11
AT3G53060	SK6
AT3G21830	SK8
SPBC18H10.10C	saf4
SPBC2D10.17	clr1
SPBP35G2.10	mit1
SPAC20H4.10	ufd2
AT3G25800	PP2AA2
AT3G26020	AT3G26020
AT1G13460	AT1G13460
AT3G61160	AT3G61160
AT3G21220	MKK5
AT3G12490	CYSB
AT5G62040	AT5G62040
AT3G54090	FLN1
AT5G22780	AT5G22780
AT3G08530	AT3G08530
YNL208W	YNL208W
AT2G03150	emb1579
AT3G06590	AT3G06590
DMEL_CG2013	UbcD6
CITF22-1A6.1	CRELD2
PRO1037	HEMGN
HSPC299	NIPSNAP3A
RP1-75H8.4	MORC4
RP11-74C13.1	SOX13
HCG_2001850	NME1-NME2
RP5-1119A7.13-005	TXN2
FKSG38	PLA2G12A
AT1G75060	AT1G75060
AT1G19330	AT1G19330
AT5G61070	HDA18
AT3G57390	AGL18
AT1G43700	VIP1
AT5G20490	XIK
AT1G08800	AT1G08800
AT1G70750	AT1G70750
DMEL_CG32067	simj
DMEL_CG5133	Doc1
RP23-454A14.2	Ptgs1
RP4-769N13.5	BHLHB9
AT3G13380	BRL3
AT2G37050	AT2G37050
AT4G08850	AT4G08850
AT3G02880	AT3G02880
AT1G51800	AT1G51800
DMEL_CG3571	KLHL18
DMEL_CG10324	CG10324
DMEL_CG5808	CG5808
DMEL_CG10689	l(2)37Cb
DMEL_CG17090	hipk
DMEL_CG10981	dgrn
RP11-5K23.1	FCGR3A
SPAC14C4.06C	nab2
SPAC17H9.02	mtl1
AT3G17970	TOC64-III
AT5G09420	TOC64-V
RP5-952N6.2	PTGER3
AT2G40410	AT2G40410
RP23-440D4.1	Mllt3
BM-037	NUSAP1
RP23-139J21.6	Agtrap
RP11-346B7.2	ERCC6L2
DMEL_CG11330	cort
DMEL_CG8610	Cdc27
HSPC086	ZCCHC7
RP11-523H24.6	ZMYM5
UNQ9384/PRO34209	RSPO2
RP5-824F16.1	RSPO4
RP23-176J13.7	Trim25
RP23-9F23.2	Ddx58
RP11-542K23.6	PTGS1
